age_range,book_author,rating_count
36-55,Beppe Severgnini,18
36-55,Vicki Leon,18
36-55,Vicki Iovine,18
36-55,William Bayer,18
36-55,Eileen Dreyer,18
36-55,Velma Wallis,18
36-55,William Boyd,18
36-55,Rosellen Brown,18
36-55,Sara Donati,18
36-55,Matt Groening,18
36-55,Honore De Balzac,18
36-55,Debra Doyle,18
36-55,Alisa Craig,18
36-55,Kevin Henkes,18
36-55,Howard Stern,18
36-55,Leigh Michaels,18
36-55,Ralph Peters,18
36-55,Jeri Taylor,18
36-55,Melissa Senate,18
36-55,Cynthia Rutledge,18
36-55,Alexis Harrington,18
36-55,Jenny Colgan,18
36-55,Cynthia Manson,18
36-55,Ian Caldwell,18
36-55,RITA CIRESI,18
36-55,Michael McGarrity,18
36-55,Irene Hunt,18
36-55,Edith Pargeter,18
36-55,Clifford D. Simak,18
36-55,Stephen W. Hawking,18
36-55,Gay Courter,18
36-55,Jeff Gelb,18
36-55,Steve Bell,18
36-55,Irving Stone,18
36-55,Isaac Bashevis Singer,18
36-55,Philippe Djian,18
36-55,Fayrene Preston,18
36-55,Bob Phillips,18
36-55,S. M. Stirling,18
36-55,Tom Coraghessan Boyle,18
36-55,Lori Wick,18
36-55,Tom Bodett,18
36-55,Dan Diamond,18
36-55,Lurlene McDaniel,18
36-55,Anthony Robbins,18
36-55,Angela Carter,18
36-55,ELLEN DEGENERES,18
36-55,Misty Bernall,18
36-55,Jean Auel,18
36-55,Rumer Godden,18
36-55,Colette,18
36-55,Leanne Banks,18
36-55,Barbara Gowdy,18
36-55,Lisa Alther,18
36-55,Janis Reams Hudson,18
36-55,Katy Munger,18
36-55,Linda Jones,18
36-55,Carola Dunn,18
36-55,Peggy Webb,18
36-55,Peggy Nicholson,18
36-55,NICOLE JORDAN,18
36-55,Dominique Lapierre,18
36-55,Naguib Mahfouz,18
36-55,Pauline Reage,18
36-55,Susan Donovan,18
36-55,Janet Morris,18
36-55,Rose Estes,18
36-55,Don Freeman,18
36-55,Nancy Thayer,18
36-55,Tama Janowitz,18
36-55,Neesa Hart,18
36-55,Barbara McCauley,18
36-55,Barbara McMahon,18
36-55,Caroline Upcher,18
36-55,Jane Belk Moncure,18
36-55,Kathleen Kane,18
36-55,Patricia Telesco,18
36-55,Suzanne Barclay,18
36-55,Tara K. Harper,18
36-55,Suzanne Enoch,18
36-55,Jan Harold Brunvand,18
36-55,Douglas Kennedy,18
36-55,Carolyn Meyer,18
36-55,Pam Houston,18
36-55,Doris Kearns Goodwin,18
36-55,Terri Windling,18
36-55,Dorothy Leigh Sayers,18
36-55,Norma Fox Mazer,18
36-55,Francesca Lia Block,18
36-55,Sylvie Kurtz,18
36-55,Anita Mills,18
36-55,Teddy Slater,18
36-55,Manil Suri,18
36-55,Daniel Mason,17
36-55,NATALIE GOLDBERG,17
36-55,Charles Todd,17
36-55,S. J. Rozan,17
36-55,Jayne Anne Phillips,17
36-55,Edward Stewart,17
36-55,Stanislaw Lem,17
36-55,Jessica Speart,17
36-55,Carol Anne O'Marie,17
36-55,Rosanne Bittner,17
36-55,Ruth Reichl,17
36-55,Upton Sinclair,17
36-55,Monica Ali,17
36-55,Diane Schoemperlen,17
36-55,Terri Blackstock,17
36-55,Janny Wurts,17
36-55,Gregg Hurwitz,17
36-55,William S. Burroughs,17
36-55,Jaqueline Girdner,17
36-55,Lynne Hinton,17
36-55,Fyodor Dostoevsky,17
36-55,Sharon Kahn,17
36-55,Sten Nadolny,17
36-55,Jerrilyn Farmer,17
36-55,E.L. Konigsburg,17
36-55,K. C. McKinnon,17
36-55,Linda Goodman,17
36-55,Peter Dickinson,17
36-55,Roger Lea MacBride,17
36-55,Jamie Suzanne,17
36-55,Harold Bloom,17
36-55,H. A. Rey,17
36-55,James Alexander Thom,17
36-55,Suzy Becker,17
36-55,Noel Hynd,17
36-55,Joseph R. Garber,17
36-55,Barbara Robinson,17
36-55,A. C. Crispin,17
36-55,Elizabeth George Speare,17
36-55,ALBERT CAMUS,17
36-55,Madeleine Ker,17
36-55,Art Buchwald,17
36-55,Beryl Markham,17
36-55,STANLEY POTTINGER,17
36-55,Jan Freed,17
36-55,Kelsey Roberts,17
36-55,Lia Matera,17
36-55,Outlet,17
36-55,Nikki Giovanni,17
36-55,STEPHEN R. DONALDSON,17
36-55,Catherine George,17
36-55,Philip Yancey,17
36-55,Bronwyn Williams,17
36-55,Pamela Ribon,17
36-55,A. S. Byatt,17
36-55,Karen Hawkins,17
36-55,Alexander Kent,17
36-55,Pablo Neruda,17
36-55,Robert Campbell,17
36-55,Anthony Trollope,17
36-55,Glen Gold,17
36-55,Alistair MacLeod,17
36-55,Akif Pirincci,17
36-55,Susanna Moore,17
36-55,Forrest Carter,17
36-55,PHILIP ROTH,17
36-55,Barbara Metzger,17
36-55,Katharine Graham,17
36-55,Hazel Holt,17
36-55,Leslie O'Kane,17
36-55,Kathleen Nance,17
36-55,Lee Strobel,17
36-55,CAROL GOODMAN,17
36-55,Charles Berlitz,17
36-55,Cheryl Holt,17
36-55,Cassandra King,17
36-55,MICHAEL PALMER,17
36-55,Vladimir Vladimirovich Nabokov,17
36-55,Michael Marshall,17
36-55,Elisabeth Robinson,17
36-55,Rick Osborne,17
36-55,Michael Malone,17
36-55,Desmond Morris,17
36-55,Rick Moody,17
36-55,Cathy Williams,17
36-55,Russell Hoban,17
36-55,Richard Wright,17
36-55,Ingrid Weaver,17
36-55,Robin Maxwell,17
36-55,Joyce Christmas,17
36-55,ALEX HALEY,17
36-55,MAXINE HONG KINGSTON,17
36-55,Charles Hampden-Turner,17
36-55,Helen Steiner Rice,17
36-55,Kathryn Hockett,17
36-55,Sara Lewis,17
36-55,Kathryn Lasky,17
36-55,John Cassidy,17
36-55,Laurie Notaro,17
36-55,Bathroom Readers' Institute,17
36-55,Michael Innes,17
36-55,Warren Adler,17
36-55,Joan Brady,17
36-55,Jane Sigaloff,17
36-55,Boris Starling,17
36-55,Glen Cook,17
36-55,Tom Perrotta,17
36-55,Hamilton Crane,17
36-55,Anna Sewell,17
36-55,Ann Braybrooks,17
36-55,Sarah Zettel,17
36-55,Henrik Ibsen,17
36-55,Carlos Fuentes,17
36-55,Jo Dereske,17
36-55,Susan Kay Law,17
36-55,Winston Graham,17
36-55,Victoria Gordon,17
36-55,Sinclair Lewis,17
36-55,Gary Ogden Harper,17
36-55,MARIO PUZO,17
36-55,Christopher Reeve,17
36-55,Ashley McConnell,17
36-55,Scott Rice,17
36-55,George Dawes Green,17
36-55,Ted Andrews,17
36-55,Camille Minichino,17
36-55,Lori Wilde,17
36-55,Margo Maguire,17
36-55,Dave Galanter,17
36-55,John Bayley,17
36-55,Robert Parker,17
36-55,Eric Van Lustbader,17
36-55,Katherine Kingsley,17
36-55,Salley Vickers,17
36-55,Kimberly Raye,17
36-55,Stormie Omartian,17
36-55,Camilo Jose Cela,17
36-55,Parke Godwin,17
36-55,Rush Limbaugh,17
36-55,Anne Fine,17
36-55,Molly Cochran,17
36-55,Leisure Arts,17
36-55,Andrei Codrescu,17
36-55,Gordon Korman,17
36-55,Lynna Banning,17
36-55,Jennifer Mikels,17
36-55,MARLA CILLEY,16
36-55,J. D. Salinger,16
36-55,Carol Grace,16
36-55,Dewey Gram,16
36-55,A. C. Bhaktivedanta Swami Prabhupada,16
36-55,Alastair Reynolds,16
36-55,Jean Lorrah,16
36-55,Ken MacLeod,16
36-55,Andy McNab,16
36-55,Grace MacCarone,16
36-55,George V. Higgins,16
36-55,Michael Kimball,16
36-55,Lynn Hightower,16
36-55,Rose Tremain,16
36-55,William Kennedy,16
36-55,Emma Merritt,16
36-55,Allison Leigh,16
36-55,Michael Dobbs,16
36-55,R.J. Kaiser,16
36-55,Gayle Greeno,16
36-55,Al Sarrantonio,16
36-55,Edmund White,16
36-55,Tracie Peterson,16
36-55,Tracy Sinclair,16
36-55,Dietrich Schwanitz,16
36-55,Carol Ryrie Brink,16
36-55,Ian Fleming,16
36-55,Metsy Hingle,16
36-55,Denise Swanson,16
36-55,Les Roberts,16
36-55,Leandra Logan,16
36-55,Allan Zullo,16
36-55,Darlene Gardner,16
36-55,Truddi Chase,16
36-55,Emanuel Swedenborg,16
36-55,Hugh Prather,16
36-55,Andrea Edwards,16
36-55,Jared Diamond,16
36-55,Roberta Leigh,16
36-55,Laurie Halse Anderson,16
36-55,Sarah Louise Delany,16
36-55,Sue-Ellen Welfonder,16
36-55,Sandra Tsing Loh,16
36-55,Stanley Coren,16
36-55,Colin Harrison,16
36-55,Charles Stanley,16
36-55,Thornton Wilder,16
36-55,Sunset Books,16
36-55,Judith McWilliams,16
36-55,Candace Schuler,16
36-55,Andrew Pyper,16
36-55,Marcia Talley,16
36-55,Bill Fitzhugh,16
36-55,Louise Cooper,16
36-55,Amy J. Fetzer,16
36-55,Hilary Mantel,16
36-55,Jillian Hart,16
36-55,Susan Coolidge,16
36-55,G.B. Trudeau,16
36-55,Adrianne Lee,16
36-55,Sabrina Jeffries,16
36-55,Dorothy Simpson,16
36-55,Rodman Philbrick,16
36-55,Pamela Toth,16
36-55,Louis Lamour,16
36-55,Lawrence Watt-Evans,16
36-55,SUSAN MINOT,16
36-55,Mary Hunt,16
36-55,Susan Fox,16
36-55,Deb Stover,16
36-55,SARAH L. DELANY,16
36-55,Paul Zindel,16
36-55,Susan Grant,16
36-55,Sarah Smith,16
36-55,Jonathan Safran Foer,16
36-55,Henry Petroski,16
36-55,Thomas Kinkade,16
36-55,Sarah Dunant,16
36-55,B.J. Daniels,16
36-55,Caitlin R. Kiernan,16
36-55,Charlotte Link,16
36-55,Susan Jane Gilman,16
36-55,Catherine Aird,16
36-55,Simon Singh,16
36-55,Evan S. Connell,16
36-55,Paul Preuss,16
36-55,Richard Herman,16
36-55,Jane Toombs,16
36-55,Thomas Fleming,16
36-55,Clare Francis,16
36-55,Napoleon Hill,16
36-55,Martin Greenberg,16
36-55,Kate Dicamillo,16
36-55,Joyce Reardon,16
36-55,Richard P. Henrick,16
36-55,Susan Napier,16
36-55,Caroline Graham,16
36-55,Dorling Kindersley Publishing,16
36-55,Susan Plunkett,16
36-55,Susan Power,16
36-55,Helen Dunmore,16
36-55,Eliot Pattison,16
36-55,Kara Lennox,16
36-55,Alice Mattison,16
36-55,Cherie Bennett,16
36-55,Wayne W., Dr. Dyer,16
36-55,Susan Saunders,16
36-55,Jane Goodall,16
36-55,Susan Squires,16
36-55,Erica James,16
36-55,Heather Lowell,16
36-55,Sandra Boynton,16
36-55,Voltaire,16
36-55,Sara Orwig,16
36-55,Donald Harstad,16
36-55,PHILIP K. DICK,16
36-55,Gail Gaymer Martin,16
36-55,Patty Duke,16
36-55,William Sleator,16
36-55,Harville Hendrix,16
36-55,Patsy Clairmont,16
36-55,Rosemary Edghill,16
36-55,Robert Bloch,16
36-55,Elizabeth Boyle,16
36-55,Jacqueline Navin,16
36-55,Bharati Mukherjee,16
36-55,Ethan Hawke,16
36-55,Owen Parry,16
36-55,Alice Blanchard,16
36-55,Alice Borchardt,16
36-55,DAVID LISS,16
36-55,Josepha Sherman,16
36-55,Emily Carmichael,16
36-55,Suzanne Ellison,16
36-55,Karen Kingsbury,16
36-55,AZAR NAFISI,16
36-55,Alistair Maclean,16
36-55,David Fisher,16
36-55,T.S. Eliot,16
36-55,T.R. Pearson,16
36-55,Rosie Thomas,16
36-55,Langston Hughes,16
36-55,Jan Brett,16
36-55,Lolly Winston,16
36-55,April Smith,16
36-55,Pam Young,16
36-55,Patricia Hagan,16
36-55,Amin Maalouf,16
36-55,Sharon Lee,16
36-55,Alberto Vazquez-Figueroa,16
36-55,Robert Olen Butler,16
36-55,Frances Fyfield,16
36-55,James Gleick,16
36-55,Catherine Mann,16
36-55,Katherine Deauxville,16
36-55,David Letterman,16
36-55,Carrie Brown,16
36-55,Barbara Seranella,16
36-55,Shannon Waverly,16
36-55,Walter, Sir Scott,16
36-55,H. Jackson, Jr. Brown,16
36-55,Margaret Craven,16
36-55,Echo Heron,16
36-55,Jeanne Betancourt,16
36-55,Daniel Easterman,16
36-55,Alfred Bester,16
36-55,Phyllis Halldorson,16
36-55,Diana Diamond,16
36-55,Michael Walsh,16
36-55,James Dale,16
36-55,Cyndi Hayes,16
36-55,Jean Stone,16
36-55,Marilyn Sachs,15
36-55,Debra Dier,15
36-55,Clifford L. Linedecker,15
36-55,Helen Mittermeyer,15
36-55,Suzanne Berne,15
36-55,Katherine Dunn,15
36-55,Kate Walker,15
36-55,Janice Kay Johnson,15
36-55,Bruce Catton,15
36-55,Lisa Eisenberg,15
36-55,Ellen Weiss,15
36-55,Jonathan Valin,15
36-55,Ann Evans,15
36-55,Joe Weber,15
36-55,SCOTT O'DELL,15
36-55,Vernor Vinge,15
36-55,M. J. Rose,15
36-55,Sunset Editors,15
36-55,Kathleen DeMarco,15
36-55,Antonio Gala,15
36-55,Jim Hightower,15
36-55,Richard Steinberg,15
36-55,Petra Oelker,15
36-55,Elizabeth Daly,15
36-55,JERRY SEINFELD,15
36-55,Joe Queenan,15
36-55,Bette Greene,15
36-55,Ethan Mordden,15
36-55,Jane Isenberg,15
36-55,Kristin Gabriel,15
36-55,Emily Brightwell,15
36-55,Ivan Doig,15
36-55,Tim Cahill,15
36-55,Sheldon Siegel,15
36-55,Nancy A. Collins,15
36-55,Robert Daley,15
36-55,Various,15
36-55,David Poyer,15
36-55,Paula Detmer Riggs,15
36-55,Hannah Hurnard,15
36-55,Arthur Agatston,15
36-55,Cathy Yardley,15
36-55,Crystal Green,15
36-55,Jack Vance,15
36-55,Dick King-Smith,15
36-55,CHERRY ADAIR,15
36-55,Mark Z. Danielewski,15
36-55,Malcolm X,15
36-55,Mick Farren,15
36-55,Emily Barr,15
36-55,Katharine Kerr,15
36-55,E. Nesbit,15
36-55,Max Barry,15
36-55,Paul Dickson,15
36-55,Mary Janice Davidson,15
36-55,Ross MacDonald,15
36-55,Elizabeth Lane,15
36-55,Jeff Foxworthy,15
36-55,Fiona Hood-Stewart,15
36-55,Edward Marston,15
36-55,Yukio Mishima,15
36-55,Lynda S. Robinson,15
36-55,Gaelen Foley,15
36-55,Colleen Sell,15
36-55,Barbara Erskine,15
36-55,Joanna Hershon,15
36-55,Christopher Bram,15
36-55,Linda Randall Wisdom,15
36-55,Jean Hanff Korelitz,15
36-55,Alisa Valdes-Rodriguez,15
36-55,Mickey Zucker Reichert,15
36-55,Mary Gentle,15
36-55,Karen Anders,15
36-55,Mark Frost,15
36-55,Jeff Long,15
36-55,Elizabeth Winthrop,15
36-55,Randy Alcorn,15
36-55,Kay Thorpe,15
36-55,Kevin Leman,15
36-55,Tim Farrington,15
36-55,John Champlin Gardner,15
36-55,SHELDON SIEGEL,15
36-55,Jennifer Louden,15
36-55,Cheryl Reavis,15
36-55,Kay Arthur,15
36-55,Glenna McReynolds,15
36-55,Alfred Lansing,15
36-55,Glenn Meade,15
36-55,Judith Thurman,15
36-55,Mary Downing Hahn,15
36-55,George C. Chesbro,15
36-55,Irene Brand,15
36-55,Catherine Asaro,15
36-55,Andrew Neiderman,15
36-55,Lucy Gordon,15
36-55,Sherry Sontag,15
36-55,J. M. Dillard,15
36-55,Geoff Ryman,15
36-55,Christopher Hyde,15
36-55,Delia Ephron,15
36-55,Tamora Pierce,15
36-55,Mike Thaler,15
36-55,Liza Crihfield Dalby,15
36-55,E.M. Forster,15
36-55,Rainer Maria Rilke,15
36-55,Candice Hern,15
36-55,ROBERT PARKER,15
36-55,Jerome K. Jerome,15
36-55,Anna Adams,15
36-55,Stephanie James,15
36-55,Matthew Kneale,15
36-55,Rachel Simon,15
36-55,Javier Cercas,15
36-55,Denise Hamilton,15
36-55,Anne Michaels,15
36-55,Pamela Browning,15
36-55,Margo Lundell,15
36-55,Christopher Paolini,15
36-55,Dave Wolverton,15
36-55,JUDITH MICHAEL,15
36-55,Baine Kerr,15
36-55,Jenny Lykins,15
36-55,Stephen Ambrose,15
36-55,Larry Burkett,15
36-55,James Carville,15
36-55,Kay R. Jamison,15
36-55,George Selden,15
36-55,Simone de Beauvoir,15
36-55,Brad Steiger,15
36-55,Michael Thomas Ford,15
36-55,Sharon Kendrick,15
36-55,Jeanne M. Dams,15
36-55,Michael Frayn,15
36-55,Walt Whitman,15
36-55,Norma Klein,15
36-55,A. G. Cascone,15
36-55,ELIOT WIGGINTON,15
36-55,Charlotte Maclay,15
36-55,Charles Higham,15
36-55,S.E. HINTON,15
36-55,Laurie McBain,15
36-55,M.J. Rodgers,15
36-55,Sandra Heath,15
36-55,Irvin D. Yalom,15
36-55,Nancy E. Krulik,15
36-55,Harold Schechter,15
36-55,Cindy Holby,15
36-55,LURLENE MCDANIEL,15
36-55,Shannon Olson,15
36-55,Diana L. Paxson,15
36-55,Patricia Knoll,15
36-55,Fred Chappell,15
36-55,Jonathan Coe,15
36-55,Sterling North,15
36-55,Wladimir Kaminer,15
36-55,NATHANIEL HAWTHORNE,15
36-55,Syd Hoff,15
36-55,Julie Campbell,15
36-55,Shawna Delacorte,15
36-55,Barry Sears,15
36-55,John Buchan,15
36-55,LLOYD ALEXANDER,15
36-55,Jane Stanton Hitchcock,15
36-55,Yvonne Navarro,15
36-55,Ginger Chambers,15
36-55,Brian Daley,15
36-55,Judith O'Brien,15
36-55,Johanna Spyri,15
36-55,Martin Gardner,15
36-55,Allegra Goodman,15
36-55,Eleanor Estes,15
36-55,Stephen Jones,15
36-55,Steve White,15
36-55,Mary Lyons,15
36-55,Lorrie Moore,15
36-55,ELIZABETH GEORGE SPEARE,15
36-55,China Mieville,15
36-55,Elizabeth Strout,15
36-55,Nikki Gemmell,15
36-55,Claudia Dain,15
36-55,Amelie Fried,15
36-55,Steven Barnes,15
36-55,Marilyn Campbell,15
36-55,John Crowley,15
36-55,Jan Hudson,15
36-55,Richard Mason,15
36-55,Michele Jaffe,15
36-55,Jill McCorkle,15
36-55,Joan Elliot Pickart,15
36-55,Bette Lord,15
36-55,Jessica Hart,15
36-55,G. K. Chesterton,15
36-55,Emma Lathen,15
36-55,John Feinstein,15
36-55,Robert Goldsborough,15
36-55,Petru Popescu,14
36-55,KAREN MARIE MONING,14
36-55,Susan Beth Pfeffer,14
36-55,Katie Fforde,14
36-55,James E. Austin,14
36-55,Angela Wells,14
36-55,Kim Newman,14
36-55,Kathy Tyers,14
36-55,Deborah Chester,14
36-55,Spalding Gray,14
36-55,Heron Carvic,14
36-55,Larry Collins,14
36-55,Ann McGovern,14
36-55,Leslie Kelly,14
36-55,Stephen Greenleaf,14
36-55,Norman Cousins,14
36-55,Nancy Friday,14
36-55,Bill D. Moyers,14
36-55,Paulette Bourgeois,14
36-55,Paule Marshall,14
36-55,Rett MacPherson,14
36-55,Jonathan Kozol,14
36-55,Rhonda Nelson,14
36-55,Charlotte Allen,14
36-55,Jim Grimsley,14
36-55,Art Spiegelman,14
36-55,Rich Hall,14
36-55,Aesop,14
36-55,Judi McCoy,14
36-55,Thomas Malory,14
36-55,Carol Ellis,14
36-55,Manuel Vazquez Montalban,14
36-55,Garfield Reeves-Stevens,14
36-55,Janet Chapman,14
36-55,Robert Sabuda,14
36-55,Nancy Pearl,14
36-55,DEBORAH MOGGACH,14
36-55,Kate Bridges,14
36-55,Caitlin Matthews,14
36-55,Nancy Springer,14
36-55,Flora Speer,14
36-55,Jean Brashear,14
36-55,Norman Taylor,14
36-55,Kenneth C. Davis,14
36-55,Barbara Faith,14
36-55,Evan Marshall,14
36-55,Ruth Ryan Langan,14
36-55,Cokie Roberts,14
36-55,Nat Philbrick,14
36-55,James Lowder,14
36-55,Kathryn Lynn Davis,14
36-55,Joyce Sullivan,14
36-55,Susan Meier,14
36-55,Tony Horwitz,14
36-55,Daniel Cohen,14
36-55,Norris McWhirter,14
36-55,Crockett Johnson,14
36-55,Ludwig Bemelmans,14
36-55,Arto Paasilinna,14
36-55,Thomas Block,14
36-55,Jeff Noon,14
36-55,Thomas Berger,14
36-55,Gayle Callen,14
36-55,Rosamond Smith,14
36-55,Helen Exley,14
36-55,Chuck Yeager,14
36-55,James Reese,14
36-55,A.A. Milne,14
36-55,Malcolm Gladwell,14
36-55,Elias Canetti,14
36-55,Alfred Hitchcock,14
36-55,Caroline Leavitt,14
36-55,Laurie Lee,14
36-55,Virginia Kantra,14
36-55,B. J. Daniels,14
36-55,Kristine Grayson,14
36-55,Paul Davies,14
36-55,Jacki Lyden,14
36-55,T. S. Eliot,14
36-55,Cathy West,14
36-55,Aphrodite Jones,14
36-55,Luise Rinser,14
36-55,Bill Amend,14
36-55,Beryl Bainbridge,14
36-55,Shirley Jackson,14
36-55,Gillian Bradshaw,14
36-55,Casey Claybourne,14
36-55,Connie Lane,14
36-55,Susan Sussman,14
36-55,Carol Goodman,14
36-55,Paul Burrell,14
36-55,CAROLINE KNAPP,14
36-55,Kathleen O'Brien,14
36-55,Jean Fritz,14
36-55,Carmen Renee Berry,14
36-55,Ansel Adams,14
36-55,Joanne Greenberg,14
36-55,Nicholas A. Basbanes,14
36-55,Sheryl Lynn,14
36-55,Paul B. Thompson,14
36-55,Nicholas Blake,14
36-55,Barbara Mertz,14
36-55,Sean Williams,14
36-55,Washington Irving,14
36-55,Julie Morgenstern,14
36-55,Nicholas Edwards,14
36-55,PHYLLIS A. WHITNEY,14
36-55,Jonnie Jacobs,14
36-55,Marjorie Weinman Sharmat,14
36-55,Tananarive Due,14
36-55,John Gilstrap,14
36-55,Julia Phillips,14
36-55,L. E. Blair,14
36-55,DAVID BRIN,14
36-55,Nick McDonell,14
36-55,Joe Dominguez,14
36-55,W. P. Myers,14
36-55,Robert Cormier,14
36-55,Michael Palin,14
36-55,DAVID EDDINGS,14
36-55,Samuel Shem,14
36-55,Ann Ripley,14
36-55,Ethan Canin,14
36-55,Yitta Halberstam,14
36-55,HARRY TURTLEDOVE,14
36-55,Ruth Wind,14
36-55,Steven Millhauser,14
36-55,Michael R. Eades,14
36-55,DONNA KAUFFMAN,14
36-55,David Attenborough,14
36-55,David Niven,14
36-55,Emily Chase,14
36-55,Esther Forbes,14
36-55,John Dickson Carr,14
36-55,Kelley Armstrong,14
36-55,Mallory Kane,14
36-55,Barbara Pym,14
36-55,Toby Young,14
36-55,Bill Phillips,14
36-55,Emily Hendrickson,14
36-55,Jamaica Kincaid,14
36-55,Katherine V. Forrest,14
36-55,ALICE HOFFMAN,14
36-55,Robert K. Massie,14
36-55,Robert Kimmel Smith,14
36-55,James Neff,14
36-55,William Heffernan,14
36-55,Terry Carr,14
36-55,Patricia Kay,14
36-55,Mike Gayle,14
36-55,David Handler,14
36-55,Sarah Caudwell,14
36-55,Laura Wright,14
36-55,Gao Xingjian,14
36-55,Suzy Kline,14
36-55,Catherine Palmer,14
36-55,Jean P. Sasson,14
36-55,Mike Lupica,14
36-55,LEE CHILD,14
36-55,Andrew Clements,14
36-55,Maggie O'Farrell,14
36-55,Mikhail Bulgakov,14
36-55,William Lashner,14
36-55,Seamus Heaney,14
36-55,Monty Roberts,14
36-55,Lois Gladys Leppard,14
36-55,Peter D. Kramer,14
36-55,Rachel Cusk,14
36-55,Ann Lawrence,14
36-55,Jay Brandon,14
36-55,Gerald Seymour,14
36-55,STEPHEN CRANE,14
36-55,Almudena Grandes,14
36-55,James BeauSeigneur,14
36-55,Kent Haruf,14
36-55,Greg Egan,14
36-55,ANDRE III DUBUS,14
36-55,Lowell Cauffiel,14
36-55,Stephanie Gertler,14
36-55,Laura Shaine Cunningham,14
36-55,Karen Rose Smith,14
36-55,Daniel Keyes,14
36-55,Kerry Allyne,14
36-55,Zig Ziglar,14
36-55,Walter Irwin,14
36-55,Pete Dexter,14
36-55,John Barth,14
36-55,Phoebe Conn,14
36-55,Eric Flint,14
36-55,Bruce Feiler,14
36-55,Beverly Jenkins,14
36-55,Carol Adrienne,14
36-55,Edward P. Jones,14
36-55,Ann Charlton,14
36-55,Khaled Hosseini,14
36-55,Chuck Logan,14
36-55,Myrna Temte,14
36-55,E. Lynn Harris,14
36-55,Penelope Leach,14
36-55,K.N. Casper,14
36-55,JEAN-DOMINIQUE BAUBY,14
36-55,Penelope J. Stokes,14
36-55,Dafydd ab Hugh,14
36-55,William F. Buckley,14
36-55,BILL COSBY,14
36-55,Franklin Graham,14
36-55,Lynne Ewing,14
36-55,Jeanne W. Houston,14
36-55,Lisa Gregory,14
36-55,John Lanchester,14
36-55,John Bellairs,14
36-55,Robert Inman,13
36-55,Martin Caidin,13
36-55,Persia Woolley,13
36-55,Anne Kelleher,13
36-55,Paul Levine,13
36-55,Allan Cole,13
36-55,JOSEPH J. ELLIS,13
36-55,Judith Stacy,13
36-55,Viktor E. Frankl,13
36-55,Jamie Denton,13
36-55,Harriet Ziefert,13
36-55,Howard Norman,13
36-55,Lilian Nattel,13
36-55,T. R. Pearson,13
36-55,Lynda Trent,13
36-55,Kathy Lynn Emerson,13
36-55,Deborah Larsen,13
36-55,Gayle Wilson,13
36-55,Nancy Krulik,13
36-55,Natalie Angier,13
36-55,Margaret Moseley,13
36-55,Gregg Olsen,13
36-55,Bruce Lansky,13
36-55,Donna Barr,13
36-55,Scott Spencer,13
36-55,Donna Boyd,13
36-55,Pearl Abraham,13
36-55,WILLIAM GIBSON,13
36-55,Michael Ende,13
36-55,Carolyn See,13
36-55,Ellen Feldman,13
36-55,Ian Frazier,13
36-55,Miguel Ruiz,13
36-55,Darlene Graham,13
36-55,Elda Minger,13
36-55,David Dvorkin,13
36-55,David Fontana,13
36-55,Clare McNally,13
36-55,April Sinclair,13
36-55,Liza Marklund,13
36-55,Mihaly Csikszentmihalyi,13
36-55,Anthony Hyde,13
36-55,Gentry Lee,13
36-55,Elizabeth Mansfield,13
36-55,Amitav Ghosh,13
36-55,JONATHAN LETHEM,13
36-55,John Berger,13
36-55,George Stephanopoulos,13
36-55,J. A. Jance,13
36-55,Brennan Manning,13
36-55,Eileen Wilks,13
36-55,Earthworks Group,13
36-55,Liza Cody,13
36-55,Mitchell Smith,13
36-55,Richard Harris,13
36-55,GAIL BOWEN,13
36-55,D. W. Buffa,13
36-55,David Foster Wallace,13
36-55,Linda Nichols,13
36-55,Bill McCay,13
36-55,JEFFREY M. SHAARA,13
36-55,Suzy McKee Charnas,13
36-55,Paula Volsky,13
36-55,Katherine Greyle,13
36-55,BILL BRYSON,13
36-55,Dolores Johnson,13
36-55,LEE HARRIS,13
36-55,ALLISON PEARSON,13
36-55,John Lecarre,13
36-55,Ronda Thompson,13
36-55,ELINOR LIPMAN,13
36-55,Karleen Koen,13
36-55,Sandra Gulland,13
36-55,Fred Vargas,13
36-55,John Marsden,13
36-55,Andrew Mark,13
36-55,Peter Wright,13
36-55,Lori Herter,13
36-55,Bill O'Reilly,13
36-55,Day Leclaire,13
36-55,Doug Stanton,13
36-55,Jennifer Drew,13
36-55,Arabella Weir,13
36-55,Barbara W. Tuchman,13
36-55,Ted Hughes,13
36-55,Les Standiford,13
36-55,Alexa Albert,13
36-55,Peter J. Heck,13
36-55,Anton Myrer,13
36-55,Elaine Pagels,13
36-55,Denise Little,13
36-55,V.S. Naipaul,13
36-55,Jill Murphy,13
36-55,Hilary Norman,13
36-55,Spike Milligan,13
36-55,Frances Moore Lappe,13
36-55,Linda A. Cooney,13
36-55,Sophy Burnham,13
36-55,Kay Kenyon,13
36-55,John Searles,13
36-55,Judith Duncan,13
36-55,Lynne Murray,13
36-55,Dean Devlin,13
36-55,Cynthia Rylant,13
36-55,E. L. Swann,13
36-55,Rachel Naomi Remen,13
36-55,Dennis Smith,13
36-55,Wensley Clarkson,13
36-55,Lindsay Longford,13
36-55,Melissa Wiley,13
36-55,Germaine Greer,13
36-55,Rosalyn Alsobrook,13
36-55,Holly Jacobs,13
36-55,Susan Holtzer,13
36-55,Charles Mathes,13
36-55,Jaclyn Reding,13
36-55,Will Self,13
